ts_code,symbol,name,trade_date,open,close,high,low,volume,amount,pct_chg,adjust_type,pb,ps_ttm,total_mv,ret_1d,ret_5d,ret_10d,volatility_20,ma_ratio_5_20,vol_ratio_5_20,rsi_14,high_low_range,Next_Ret,Label,log_mv
002202.SZ,002202,金风科技,2024-05-06,7.59,7.61,7.66,7.55,397835.0,312634768.89,2.98,qfq,0.92531687,0.63939985,33166781028.95,0.02976995940460081,0.07637906647807635,0.02284946236559149,0.025164141829424475,1.0002712232167073,1.358449994563537,52.11267605633804,0.014454664914586112,0.006570302233902758,1,24.22481464054595
002202.SZ,002202,金风科技,2024-05-07,7.62,7.66,7.66,7.52,279415.0,219545620.32,0.66,qfq,0.9312106,0.64347246,33378034411.3,0.006570302233902758,0.08039492242595214,0.030955585464333746,0.023946496462136764,1.0158687101586872,1.563951410413996,56.03864734299517,0.018276762402088847,-0.013054830287206332,0,24.23116386822461
002202.SZ,002202,金风科技,2024-05-08,7.65,7.56,7.71,7.54,223864.0,175924621.48,-1.31,qfq,0.91942313,0.63532724,32955527646.6,-0.013054830287206332,0.05146036161335177,0.04999999999999982,0.024014874029364915,1.0261836928503594,1.6132052363833214,52.803738317756995,0.02248677248677248,0.015873015873015817,1,24.218424842447178
002202.SZ,002202,金风科技,2024-05-09,7.53,7.68,7.7,7.53,257777.0,203801987.05,1.59,qfq,0.9335681,0.64510151,33462535764.24,0.015873015873015817,0.010526315789473717,0.08016877637130793,0.02379299887204956,1.026752455130376,1.3226256905300635,63.13131313131311,0.022135416666666657,0.01041666666666674,1,24.233692314577965
002202.SZ,002202,金风科技,2024-05-10,7.76,7.76,7.8,7.64,386459.0,307981079.74,1.04,qfq,0.94299808,0.65161768,33800541176.0,0.01041666666666674,0.05006765899864685,0.10541310541310556,0.0234960026573916,1.0356538799810566,1.2749881296200116,58.98876404494379,0.020618556701030948,0.005154639175257714,1,24.243742650431468
002202.SZ,002202,金风科技,2024-05-13,7.71,7.8,7.84,7.64,310693.0,248873792.95,0.52,qfq,0.94771307,0.65487577,33969543881.88,0.005154639175257714,0.024967148488830526,0.10325318246110315,0.02310207097360326,1.0384771162413935,1.165974318241197,60.22099447513811,0.025641025641025664,-0.0064102564102563875,0,24.248730191942506
002202.SZ,002202,金风科技,2024-05-14,7.82,7.75,7.91,7.73,309880.0,249437011.94,-0.64,qfq,0.94181933,0.65080316,33758290499.53,-0.0064102564102563875,0.011749347258485532,0.09308885754583929,0.02316009530406604,1.0392936577475231,1.1573117803718709,66.87116564417175,0.023225806451612867,-0.012903225806451535,0,24.242491868529815
002202.SZ,002202,金风科技,2024-05-15,7.72,7.65,7.8,7.63,211128.0,167562817.36,-1.29,qfq,0.93003186,0.64265794,33335783734.83,-0.012903225806451535,0.011904761904762085,0.06397774687065372,0.023099004355315103,1.0400376825247293,1.1338161860321483,66.46341463414632,0.022222222222222213,-0.0065359477124183885,0,24.229897243609415
002202.SZ,002202,金风科技,2024-05-16,7.66,7.6,7.74,7.58,191033.0,150696459.84,-0.65,qfq,0.92413812,0.63858533,33124530352.48,-0.0065359477124183885,-0.01041666666666663,0.0,0.023167044393102208,1.0367681656247898,1.0828788336940514,68.12499999999999,0.02105263157894739,0.010526315789473717,1,24.22353994311395
002202.SZ,002202,金风科技,2024-05-17,7.61,7.68,7.68,7.55,158519.0,124444771.2,1.05,qfq,0.9335681,0.64510151,33462535764.24,0.010526315789473717,-0.010309278350515427,0.03924221921515558,0.02133584090207512,1.0310134637283142,0.9224112569417371,68.71165644171776,0.016927083333333322,0.005208333333333259,1,24.233692314577965
002202.SZ,002202,金风科技,2024-05-20,7.66,7.72,7.79,7.64,196095.0,156381351.84,0.52,qfq,0.93828309,0.64835959,33631538470.12,0.005208333333333259,-0.01025641025641022,0.014454664914586024,0.019657695541116973,1.0269439058634753,0.8352461004510574,69.09090909090908,0.01943005181347155,-0.009067357512953289,0,24.238730108607925
002202.SZ,002202,金风科技,2024-05-21,7.7,7.65,7.73,7.62,150629.0,119055839.04,-0.91,qfq,0.93003186,0.64265794,33335783734.83,-0.009067357512953289,-0.012903225806451535,-0.0013054830287205776,0.01980279497748127,1.022765204619801,0.7151541231519289,64.19753086419753,0.014379084967320302,0.019607843137254832,1,24.229897243609415
002202.SZ,002202,金风科技,2024-05-22,7.64,7.8,7.8,7.63,235617.0,188170411.96,1.96,qfq,0.94771307,0.65487577,33969543881.88,0.019607843137254832,0.019607843137254832,0.031746031746031855,0.018613787575756643,1.022674379945475,0.733916175889188,57.352941176470594,0.021794871794871787,-0.024358974358974272,0,24.248730191942506
002202.SZ,002202,金风科技,2024-05-23,7.76,7.61,7.78,7.58,190655.0,150395239.56,-2.44,qfq,0.92531687,0.63939985,33166781028.95,-0.024358974358974272,0.0013157894736843812,-0.00911458333333326,0.01934727477654003,1.0195506660481146,0.7334687256215634,58.20895522388062,0.02628120893561106,0.0,0,24.22481464054595
