ts_code,symbol,name,trade_date,open,close,high,low,volume,amount,pct_chg,adjust_type,pb,ps_ttm,total_mv,ret_1d,ret_5d,ret_10d,volatility_20,ma_ratio_5_20,vol_ratio_5_20,rsi_14,high_low_range,Next_Ret,Label,log_mv
600207.SH,600207,安彩高科,2024-05-06,4.33,4.42,4.44,4.33,184424.0,81163790.0,2.31,qfq,1.54961179,0.91130597,4814761488.68,0.02314814814814814,0.06506024096385521,0.0625,0.03771554286120726,0.9757527912484493,0.7940510133244354,40.41450777202072,0.02488687782805437,0.018099547511312153,1,22.29495234590833
600207.SH,600207,安彩高科,2024-05-07,4.43,4.5,4.53,4.38,162642.0,72779868.0,1.81,qfq,1.57765907,0.92780019,4901906493.0,0.018099547511312153,0.07913669064748197,0.07398568019093066,0.03788104139400002,0.996935648621042,0.8392764198352274,45.98930481283421,0.03333333333333341,-0.020000000000000018,0,22.312890046594998
600207.SH,600207,安彩高科,2024-05-08,4.53,4.41,4.65,4.38,242573.0,108959796.0,-2.0,qfq,1.54610588,0.90924419,4803868363.14,-0.020000000000000018,0.032786885245901676,0.0808823529411764,0.03779421571097389,1.0093628682347568,0.9162583163086779,51.19047619047619,0.06122448979591847,0.02494331065759625,1,22.292687339277478
600207.SH,600207,安彩高科,2024-05-09,4.42,4.52,4.56,4.4,184931.0,83584801.0,2.49,qfq,1.58467088,0.93192375,4923692744.08,0.02494331065759625,0.015730337078651457,0.12158808933002474,0.03818142755323325,1.0162732065092825,0.9205549462834997,71.85185185185185,0.035398230088495415,-0.0265486725663715,0,22.317324643662865
600207.SH,600207,安彩高科,2024-05-10,4.56,4.4,4.56,4.37,145712.0,64319530.0,-2.65,qfq,1.54259998,0.90718241,4792975237.6,-0.0265486725663715,0.0185185185185186,0.08641975308641991,0.03744884333818027,1.027120600115407,0.8960806537047422,59.67741935483873,0.043181818181818064,-0.020454545454545614,0,22.29041719074294
600207.SH,600207,安彩高科,2024-05-13,4.37,4.31,4.39,4.28,155061.0,67191922.0,-2.05,qfq,1.51104679,0.88862641,4694937107.74,-0.020454545454545614,-0.02488687782805432,0.03855421686746974,0.03654851162512266,1.0277358709527675,0.8905948234842517,54.615384615384585,0.025522041763340938,0.0023201856148493682,1,22.26975055393438
600207.SH,600207,安彩高科,2024-05-14,4.31,4.32,4.38,4.31,97020.0,42045405.0,0.23,qfq,1.5145527,0.89068819,4705830233.28,0.0023201856148493682,-0.039999999999999925,0.03597122302158273,0.03656761147323611,1.0249708284714119,0.8392303214112299,60.000000000000014,0.01620370370370377,-0.01388888888888895,0,22.272068052074744
600207.SH,600207,安彩高科,2024-05-15,4.31,4.26,4.35,4.25,88704.0,38130526.0,-1.39,qfq,1.49351725,0.87831752,4640471480.04,-0.01388888888888895,-0.03401360544217691,-0.0023419203747072626,0.03618050237995825,1.022623373578713,0.7075407004666424,59.504132231404945,0.023474178403755788,0.0046948356807512415,1,22.258081810100006
600207.SH,600207,安彩高科,2024-05-16,4.26,4.28,4.32,4.26,79501.0,34105545.0,0.47,qfq,1.50052907,0.88244107,4662257731.12,0.0046948356807512415,-0.05309734513274322,-0.038202247191011174,0.033671542932207255,1.012438394743018,0.6433623188405797,59.504132231404974,0.014018691588785163,0.10046728971962615,1,22.26276565941243
600207.SH,600207,安彩高科,2024-05-17,4.28,4.71,4.71,4.23,472410.0,214666219.0,10.05,qfq,1.65128316,0.97109754,5130662129.34,0.10046728971962615,0.07045454545454533,0.09027777777777768,0.0321759634353431,1.0176744186046511,0.9756139143910528,68.18181818181817,0.10191082802547761,0.0997876857749469,1,22.35850055784705
600207.SH,600207,安彩高科,2024-05-20,4.88,5.18,5.18,4.8,1171989.0,594563527.0,9.98,qfq,1.81606088,1.06800111,5642639029.72,0.0997876857749469,0.2018561484918795,0.17194570135746612,0.036511085398958934,1.0457366122730407,1.6734408358335824,75.37688442211055,0.07335907335907334,-0.019305019305019266,0,22.453617706090117
600207.SH,600207,安彩高科,2024-05-21,4.92,5.08,5.43,4.91,1062602.0,548508466.0,-1.93,qfq,1.78100179,1.04738333,5533707774.32,-0.019305019305019266,0.17592592592592582,0.12888888888888883,0.037155862296405606,1.0697304060971446,2.155813268211193,70.35175879396985,0.10236220472440936,0.08267716535433078,1,22.434123911409117
600207.SH,600207,安彩高科,2024-05-22,5.08,5.5,5.59,4.99,1313639.0,689633891.0,8.27,qfq,1.92824997,1.13397801,5991219047.0,0.08267716535433078,0.29107981220657275,0.24716553287981857,0.03942881687521513,1.1082503078473078,2.5347376945807936,73.54260089686099,0.10909090909090903,-0.06545454545454554,0,22.51356074205715
600207.SH,600207,安彩高科,2024-05-23,5.28,5.14,5.35,5.13,849373.0,442438858.0,-6.55,qfq,1.80203724,1.059754,5599066527.56,-0.06545454545454554,0.20093457943925208,0.13716814159292046,0.043046380921593,1.1326846528084917,2.7136135415083555,66.66666666666666,0.042801556420233415,-0.048638132295719894,0,22.4458657292858
600207.SH,600207,安彩高科,2024-05-24,5.05,4.89,5.23,4.85,651530.0,326924957.0,-4.86,qfq,1.71438952,1.00820954,5326738389.06,-0.048638132295719894,0.03821656050955413,0.11136363636363611,0.045194272762648764,1.1301489921121821,2.6186320173398765,59.00383141762451,0.07770961145194291,-0.02862985685071573,0,22.396004953305507
600207.SH,600207,安彩高科,2024-05-27,4.86,4.75,4.86,4.63,477320.0,225279866.0,-2.86,qfq,1.66530679,0.97934465,5174234631.5,-0.02862985685071573,-0.08301158301158296,0.10208816705336443,0.04587531759218332,1.1040487592511974,2.1639254812345188,54.6816479400749,0.04842105263157904,0.0378947368421052,1,22.366957267865274
600207.SH,600207,安彩高科,2024-05-28,4.75,4.93,4.98,4.62,659715.0,317046121.0,3.79,qfq,1.72841315,1.01645666,5370310891.22,0.0378947368421052,-0.02952755905511817,0.1412037037037035,0.04635781918278204,1.0885146804835923,1.848031538687189,59.42028985507246,0.07302231237322522,0.0,0,22.404151637873323
600207.SH,600207,安彩高科,2024-05-29,4.81,4.93,5.13,4.8,645451.0,322629937.0,0.0,qfq,1.72841315,1.01645666,5370310891.22,0.0,-0.10363636363636364,0.15727699530516426,0.0462709359235966,1.0563772775991422,1.4535354288827056,57.735849056603776,0.0669371196754564,-0.06896551724137934,0,22.404151637873323
600207.SH,600207,安彩高科,2024-05-30,4.9,4.59,4.9,4.59,491519.0,230675137.0,-6.9,qfq,1.60921225,0.9463562,4999944622.86,-0.06896551724137934,-0.10700389105058361,0.07242990654205594,0.04859273023539796,1.03125,1.2536851066090977,53.31010452961672,0.06753812636165589,-0.028322440087145906,0,22.332692673891177
600207.SH,600207,安彩高科,2024-05-31,4.58,4.46,4.64,4.42,383128.0,172090249.0,-2.83,qfq,1.56363543,0.91955308,4858333990.84,-0.028322440087145906,-0.08793456032719826,-0.05307855626326963,0.04856238085448897,1.0113272066680914,1.1165311026800027,52.577319587628864,0.049327354260089634,-0.03811659192825112,0,22.303961415850697
600207.SH,600207,安彩高科,2024-06-03,4.41,4.29,4.43,4.22,305453.0,131181835.0,-3.81,qfq,1.50403498,0.88450285,4673150856.66,-0.03811659192825112,-0.09684210526315784,-0.1718146718146718,0.0491329669968259,0.9930444087747458,1.0312015022811076,49.51140065146579,0.048951048951048945,-0.011655011655011593,0,22.26509938275865
600207.SH,600207,安彩高科,2024-06-04,4.25,4.24,4.27,4.1,228238.0,95509217.0,-1.17,qfq,1.48650543,0.87419396,4618685228.96,-0.011655011655011593,-0.13995943204868144,-0.16535433070866135,0.04899450221312107,0.9661980899238118,0.8464111765778004,49.67320261437909,0.040094339622641494,-0.03537735849056611,0,22.25337591906259
600207.SH,600207,安彩高科,2024-06-05,4.22,4.09,4.23,4.07,223874.0,92541745.0,-3.54,qfq,1.4339168,0.84326729,4455288345.86,-0.03537735849056611,-0.1703853955375253,-0.25636363636363635,0.04941303017233557,0.9333476903198019,0.6739685584128285,47.0219435736677,0.03911980440097803,-0.05623471882640585,0,22.217357619873436
600207.SH,600207,安彩高科,2024-06-06,4.08,3.86,4.14,3.81,320905.0,126503829.0,-5.62,qfq,1.35328089,0.79584639,4204746458.44,-0.05623471882640585,-0.159041394335512,-0.2490272373540856,0.05035412525292732,0.9083613490944584,0.595165051026433,35.785953177257525,0.08549222797927451,0.0181347150259068,1,22.159479833295464
600207.SH,600207,安彩高科,2024-06-07,3.91,3.93,3.97,3.84,195055.0,76364707.0,1.81,qfq,1.37782225,0.81027884,4280998337.22,0.0181347150259068,-0.1188340807174888,-0.19631901840490784,0.0504177620725929,0.8899062568127315,0.5159895373880968,25.868725868725875,0.03307888040712477,0.01526717557251911,1,22.177452075699893
600207.SH,600207,安彩高科,2024-06-11,3.92,3.99,4.01,3.81,192161.0,75444130.0,1.53,qfq,1.39885771,0.82264951,4346357090.46,0.01526717557251911,-0.0699300699300699,-0.15999999999999992,0.05045379292681971,0.8798949901553271,0.46832748932927276,28.62745098039217,0.05012531328320795,0.012531328320801949,1,22.192603880720498
600207.SH,600207,安彩高科,2024-06-12,3.97,4.04,4.05,3.95,152133.0,61234363.0,1.25,qfq,1.41638725,0.8329584,4400822718.16,0.012531328320801949,-0.047169811320754707,-0.18052738336713992,0.05055847441434663,0.8738204959403117,0.43518741156281676,16.513761467889907,0.024752475247524663,0.0990099009900991,1,22.205057341791782
600207.SH,600207,安彩高科,2024-06-13,4.02,4.44,4.44,3.97,513678.0,216269615.0,9.9,qfq,1.55662361,0.91542952,4836547739.76,0.0990099009900991,0.08557457212713948,-0.09939148073022297,0.055263363622352075,0.8874288217257992,0.5289605814388402,34.23423423423425,0.10585585585585588,-0.03378378378378388,0,22.299467026262857
600207.SH,600207,安彩高科,2024-06-14,4.44,4.29,4.45,4.26,460217.0,198987063.0,-3.38,qfq,1.50403498,0.88450285,4673150856.66,-0.03378378378378388,0.1113989637305699,-0.065359477124183,0.05588544143856962,0.9061644585568817,0.5620015616890381,35.84905660377359,0.04428904428904438,-0.013986013986013845,0,22.26509938275865
