ts_code,symbol,name,trade_date,open,close,high,low,volume,amount,pct_chg,adjust_type,pb,ps_ttm,total_mv
000816.SZ,000816,智慧农业,2024-06-12,1.84,1.88,1.93,1.83,183118.0,34638480.6,1.62,qfq,1.30020976,2.2068723,2720385037.84
000816.SZ,000816,智慧农业,2024-06-13,1.89,1.81,1.9,1.72,299116.0,53745500.02,-3.72,qfq,1.25179769,2.12470152,2619094105.58
000816.SZ,000816,智慧农业,2024-06-14,1.81,1.76,1.83,1.75,214758.0,38179570.2,-2.76,qfq,1.21721765,2.06600811,2546743439.68
000816.SZ,000816,智慧农业,2024-06-17,1.76,1.74,1.78,1.73,139356.0,24387590.74,-1.14,qfq,1.20338563,2.04253074,2517803173.32
000816.SZ,000816,智慧农业,2024-06-18,1.74,1.82,1.88,1.73,234268.0,42435513.71,4.6,qfq,1.2587137,2.1364402,2633564238.76
000816.SZ,000816,智慧农业,2024-06-19,1.83,1.77,1.83,1.77,138909.0,24875406.77,-2.75,qfq,1.22413366,2.07774679,2561213572.86
000816.SZ,000816,智慧农业,2024-06-20,1.8,1.73,1.84,1.73,162309.0,28763599.49,-2.26,qfq,1.19646962,2.03079206,2503333040.14
000816.SZ,000816,智慧农业,2024-06-21,1.71,1.63,1.76,1.56,506436.0,83360026.23,-5.78,qfq,1.12730952,1.91340524,2358631708.34
000816.SZ,000816,智慧农业,2024-06-24,1.61,1.55,1.65,1.54,320119.0,50816241.4,-4.91,qfq,1.07198145,1.81949578,2242870642.9
000816.SZ,000816,智慧农业,2024-06-25,1.53,1.52,1.57,1.48,281475.0,42816254.49,-1.94,qfq,1.05123342,1.78427973,2199460243.36
000816.SZ,000816,智慧农业,2024-06-26,1.51,1.58,1.59,1.49,253278.0,39146138.8,3.95,qfq,1.09272948,1.85471182,2286281042.44
000816.SZ,000816,智慧农业,2024-06-27,1.59,1.53,1.6,1.53,208548.0,32539104.3,-3.16,qfq,1.05814943,1.79601841,2213930376.54
000816.SZ,000816,智慧农业,2024-06-28,1.54,1.49,1.57,1.49,217160.0,33206993.52,-2.61,qfq,1.03048539,1.74906368,2156049843.82
000816.SZ,000816,智慧农业,2024-07-01,1.5,1.48,1.5,1.43,282590.0,41400591.75,-0.67,qfq,1.00674447,1.737325,2141579710.64
000816.SZ,000816,智慧农业,2024-07-02,1.48,1.54,1.55,1.47,278345.0,42595226.22,4.05,qfq,1.04755843,1.8077571,2228400509.72
000816.SZ,000816,智慧农业,2024-07-03,1.54,1.57,1.61,1.54,266263.0,41875682.34,1.95,qfq,1.06796541,1.84297314,2271810909.26
000816.SZ,000816,智慧农业,2024-07-04,1.58,1.49,1.59,1.48,245174.0,37004332.64,-5.1,qfq,1.01354679,1.74906368,2156049843.82
000816.SZ,000816,智慧农业,2024-07-05,1.49,1.52,1.53,1.46,174603.0,26263742.7,2.01,qfq,1.03395378,1.78427973,2199460243.36
000816.SZ,000816,智慧农业,2024-07-08,1.52,1.45,1.53,1.45,171203.0,25284592.0,-4.61,qfq,0.98633748,1.70210895,2098169311.1
000816.SZ,000816,智慧农业,2024-07-09,1.46,1.43,1.48,1.39,235518.0,33501456.24,-1.38,qfq,0.97273283,1.67863159,2069229044.74
000816.SZ,000816,智慧农业,2024-07-10,1.56,1.57,1.57,1.5,479134.0,74183121.1,9.79,qfq,1.06796541,1.84297314,2271810909.26
000816.SZ,000816,智慧农业,2024-07-11,1.65,1.73,1.73,1.62,469192.0,79072442.55,10.19,qfq,1.17680265,2.03079206,2503333040.14
000816.SZ,000816,智慧农业,2024-07-12,1.9,1.9,1.9,1.9,168026.0,31925016.0,9.83,qfq,1.29244222,2.23034966,2749325304.2
000816.SZ,000816,智慧农业,2024-07-15,1.84,1.8,2.05,1.76,1168983.0,216962474.32,-5.26,qfq,1.22441894,2.11296284,2604623972.4
000816.SZ,000816,智慧农业,2024-07-16,1.74,1.78,1.89,1.74,790991.0,142237728.2,-1.11,qfq,1.21081429,2.08948547,2575683706.04
000816.SZ,000816,智慧农业,2024-07-17,1.8,1.73,1.82,1.7,478278.0,83318601.0,-2.81,qfq,1.17680265,2.03079206,2503333040.14
000816.SZ,000816,智慧农业,2024-07-18,1.7,1.76,1.81,1.68,535292.0,93206699.0,1.73,qfq,1.19720963,2.06600811,2546743439.68
000816.SZ,000816,智慧农业,2024-07-19,1.73,1.71,1.8,1.69,454007.0,78266045.94,-2.84,qfq,1.163198,2.0073147,2474392773.78
000816.SZ,000816,智慧农业,2024-07-22,1.69,1.69,1.71,1.67,320048.0,53950315.0,-1.17,qfq,1.14959334,1.98383733,2445452507.42
000816.SZ,000816,智慧农业,2024-07-23,1.69,1.67,1.73,1.67,284115.0,48349818.19,-1.18,qfq,1.13598869,1.96035997,2416512241.06
000816.SZ,000816,智慧农业,2024-07-24,1.67,1.63,1.67,1.63,240909.0,39594011.0,-2.4,qfq,1.10877938,1.91340524,2358631708.34
000816.SZ,000816,智慧农业,2024-07-25,1.62,1.65,1.67,1.61,203427.0,33404316.64,1.23,qfq,1.12238403,1.9368826,2387571974.7
000816.SZ,000816,智慧农业,2024-07-26,1.65,1.75,1.75,1.64,416835.0,71171206.72,6.06,qfq,1.19040731,2.05426943,2532273306.5
000816.SZ,000816,智慧农业,2024-07-29,1.73,1.75,1.78,1.72,332992.0,58207900.74,0.0,qfq,1.19040731,2.05426943,2532273306.5
000816.SZ,000816,智慧农业,2024-07-30,1.74,1.77,1.77,1.73,204471.0,35884185.0,1.14,qfq,1.20401196,2.07774679,2561213572.86
000816.SZ,000816,智慧农业,2024-07-31,1.74,1.8,1.8,1.74,288803.0,51352002.41,1.69,qfq,1.22441894,2.11296284,2604623972.4
000816.SZ,000816,智慧农业,2024-08-01,1.8,1.82,1.85,1.79,314985.0,57226034.33,1.11,qfq,1.2380236,2.1364402,2633564238.76
000816.SZ,000816,智慧农业,2024-08-02,1.8,1.79,1.83,1.78,234382.0,42384848.0,-1.65,qfq,1.21761662,2.10122416,2590153839.22
000816.SZ,000816,智慧农业,2024-08-05,1.8,1.75,1.82,1.75,264403.0,47350065.76,-2.23,qfq,1.19040731,2.05426943,2532273306.5
000816.SZ,000816,智慧农业,2024-08-06,1.78,1.8,1.81,1.77,235902.0,42229114.3,2.86,qfq,1.22441894,2.11296284,2604623972.4
000816.SZ,000816,智慧农业,2024-08-07,1.79,1.79,1.8,1.77,144673.0,25834172.62,-0.56,qfq,1.21761662,2.10122416,2590153839.22
000816.SZ,000816,智慧农业,2024-08-08,1.8,1.81,1.83,1.76,219746.0,39464944.0,1.12,qfq,1.23122127,2.12470152,2619094105.58
000816.SZ,000816,智慧农业,2024-08-09,1.81,1.78,1.82,1.77,168227.0,30153835.0,-1.66,qfq,1.21081429,2.08948547,2575683706.04
000816.SZ,000816,智慧农业,2024-08-12,1.76,1.78,1.79,1.76,121817.0,21586438.47,0.0,qfq,1.21081429,2.08948547,2575683706.04
000816.SZ,000816,智慧农业,2024-08-13,1.77,1.8,1.8,1.75,135020.0,24061856.0,1.12,qfq,1.22441894,2.11296284,2604623972.4
000816.SZ,000816,智慧农业,2024-08-14,1.81,1.82,1.83,1.79,151874.0,27497747.0,1.11,qfq,1.2380236,2.1364402,2633564238.76
000816.SZ,000816,智慧农业,2024-08-15,1.83,1.85,1.86,1.77,256998.0,46938977.72,1.65,qfq,1.25843058,2.17165625,2676974638.3
000816.SZ,000816,智慧农业,2024-08-16,1.87,1.8,1.87,1.8,238398.0,43532080.0,-2.7,qfq,1.22441894,2.00148719,2604623972.4
000816.SZ,000816,智慧农业,2024-08-19,1.8,1.84,1.87,1.78,298825.0,54785394.35,2.22,qfq,1.25162825,2.04596468,2662504505.12
000816.SZ,000816,智慧农业,2024-08-20,1.83,1.8,1.84,1.78,220102.0,39640927.41,-2.17,qfq,1.22441894,2.00148719,2604623972.4
000816.SZ,000816,智慧农业,2024-08-21,1.79,1.77,1.82,1.77,141787.0,25393992.4,-1.67,qfq,1.20401196,1.96812907,2561213572.86
000816.SZ,000816,智慧农业,2024-08-22,1.78,1.78,1.81,1.77,187480.0,33634340.88,0.56,qfq,1.21081429,1.97924844,2575683706.04
000816.SZ,000816,智慧农业,2024-08-23,1.78,1.74,1.79,1.72,171106.0,29813913.0,-2.25,qfq,1.18360498,1.93477095,2517803173.32
000816.SZ,000816,智慧农业,2024-08-26,1.72,1.8,1.81,1.72,173380.0,30877918.79,3.45,qfq,1.22441894,2.00148719,2604623972.4
000816.SZ,000816,智慧农业,2024-08-27,1.8,1.75,1.81,1.74,141571.0,25007928.15,-2.78,qfq,1.19040731,1.94589032,2532273306.5
000816.SZ,000816,智慧农业,2024-08-28,1.75,1.76,1.8,1.73,135372.0,23978417.76,0.57,qfq,1.19720963,1.95700969,2546743439.68
000816.SZ,000816,智慧农业,2024-08-29,1.76,1.81,1.82,1.74,189645.0,33958870.0,2.84,qfq,1.23122127,2.01260656,2619094105.58
000816.SZ,000816,智慧农业,2024-08-30,1.8,1.84,1.85,1.79,216009.0,39520846.0,1.66,qfq,1.25162825,2.04596468,2662504505.12
000816.SZ,000816,智慧农业,2024-09-02,1.83,1.81,1.88,1.81,194113.0,35732061.0,-1.63,qfq,1.23122127,2.01260656,2619094105.58
000816.SZ,000816,智慧农业,2024-09-03,1.82,1.82,1.84,1.79,117216.0,21322692.0,0.55,qfq,1.2380236,2.02372593,2633564238.76
000816.SZ,000816,智慧农业,2024-09-04,1.82,1.79,1.85,1.79,157334.0,28564738.0,-1.65,qfq,1.21761662,1.99036781,2590153839.22
000816.SZ,000816,智慧农业,2024-09-05,1.8,1.81,1.82,1.8,103129.0,18669097.0,1.12,qfq,1.23122127,2.01260656,2619094105.58
000816.SZ,000816,智慧农业,2024-09-06,1.81,1.77,1.83,1.76,126164.0,22571419.0,-2.21,qfq,1.20401196,1.96812907,2561213572.86
000816.SZ,000816,智慧农业,2024-09-09,1.74,1.78,1.79,1.73,113233.0,20049391.0,0.56,qfq,1.21081429,1.97924844,2575683706.04
000816.SZ,000816,智慧农业,2024-09-10,1.78,1.79,1.81,1.76,115019.0,20533524.0,0.56,qfq,1.21761662,1.99036781,2590153839.22
000816.SZ,000816,智慧农业,2024-09-11,1.81,1.78,1.85,1.77,275249.0,49863125.0,-0.56,qfq,1.21081429,1.97924844,2575683706.04
000816.SZ,000816,智慧农业,2024-09-12,1.76,1.78,1.81,1.75,188323.0,33722816.24,0.0,qfq,1.21081429,1.97924844,2575683706.04
000816.SZ,000816,智慧农业,2024-09-13,1.79,1.75,1.79,1.75,142391.0,25124741.6,-1.69,qfq,1.19040731,1.94589032,2532273306.5
000816.SZ,000816,智慧农业,2024-09-18,1.75,1.72,1.76,1.69,162852.0,27990805.72,-1.71,qfq,1.17000032,1.9125322,2488862906.96
000816.SZ,000816,智慧农业,2024-09-19,1.72,1.82,1.83,1.72,341796.0,61451088.08,5.81,qfq,1.2380236,2.02372593,2633564238.76
000816.SZ,000816,智慧农业,2024-09-20,1.81,1.79,1.83,1.79,162658.0,29275077.0,-1.65,qfq,1.21761662,1.99036781,2590153839.22
000816.SZ,000816,智慧农业,2024-09-23,1.79,1.79,1.81,1.78,142340.0,25491323.0,0.0,qfq,1.21761662,1.99036781,2590153839.22
000816.SZ,000816,智慧农业,2024-09-24,1.8,1.97,1.97,1.79,316966.0,61193840.78,10.06,qfq,1.34005851,2.19051653,2850616236.46
000816.SZ,000816,智慧农业,2024-09-25,2.04,1.98,2.1,1.96,969916.0,194790677.26,0.51,qfq,1.34686084,2.20163591,2865086369.64
000816.SZ,000816,智慧农业,2024-09-26,1.96,2.03,2.03,1.95,583980.0,116754380.72,2.53,qfq,1.38087248,2.25723277,2937437035.54
000816.SZ,000816,智慧农业,2024-09-27,2.06,2.15,2.19,2.05,676274.0,143075066.31,5.91,qfq,1.46250041,2.39066525,3111078633.7
000816.SZ,000816,智慧农业,2024-09-30,2.25,2.35,2.37,2.17,818434.0,186759690.33,9.3,qfq,1.58412079,2.61305272,3400481297.3
000816.SZ,000816,智慧农业,2024-10-08,2.58,2.52,2.59,2.35,954461.0,238270179.98,7.23,qfq,1.69871676,2.80208206,3646473561.36
000816.SZ,000816,智慧农业,2024-10-09,2.5,2.27,2.5,2.27,647865.0,152615874.25,-9.92,qfq,1.53019327,2.52409773,3284720231.86
000816.SZ,000816,智慧农业,2024-10-10,2.26,2.26,2.33,2.22,366964.0,83699951.76,-0.44,qfq,1.52345233,2.51297836,3270250098.68
000816.SZ,000816,智慧农业,2024-10-11,2.24,2.2,2.27,2.17,314737.0,69728186.17,-2.65,qfq,1.48300669,2.44626212,3183429299.6
000816.SZ,000816,智慧农业,2024-10-14,2.2,2.23,2.25,2.19,276679.0,61354824.2,1.36,qfq,1.50322951,2.47962024,3226839699.14
000816.SZ,000816,智慧农业,2024-10-15,2.22,2.21,2.25,2.2,247187.0,54932652.26,-0.9,qfq,1.48974763,2.45738149,3197899432.78
000816.SZ,000816,智慧农业,2024-10-16,2.19,2.3,2.36,2.17,662363.0,151473182.99,4.07,qfq,1.55041609,2.55745585,3328130631.4
000816.SZ,000816,智慧农业,2024-10-17,2.28,2.21,2.33,2.2,464894.0,104745075.35,-3.91,qfq,1.48974763,2.45738149,3197899432.78
000816.SZ,000816,智慧农业,2024-10-18,2.21,2.23,2.26,2.18,343567.0,76300473.2,0.9,qfq,1.50322951,2.47962024,3226839699.14
000816.SZ,000816,智慧农业,2024-10-21,2.26,2.29,2.3,2.25,346682.0,78978677.34,2.69,qfq,1.54367515,2.54633648,3313660498.22
000816.SZ,000816,智慧农业,2024-10-22,2.3,2.36,2.4,2.28,449596.0,105393769.54,3.06,qfq,1.59086173,2.62417209,3414951430.48
000816.SZ,000816,智慧农业,2024-10-23,2.37,2.36,2.38,2.33,303907.0,71507641.05,0.0,qfq,1.59086173,2.62417209,3414951430.48
000816.SZ,000816,智慧农业,2024-10-24,2.35,2.38,2.43,2.32,338415.0,80068381.43,0.85,qfq,1.6043436,2.64641084,3443891696.84
000816.SZ,000816,智慧农业,2024-10-25,2.38,2.47,2.55,2.37,597281.0,146632630.47,3.78,qfq,1.66501206,2.7464852,3574122895.46
000816.SZ,000816,智慧农业,2024-10-28,2.47,2.65,2.67,2.45,888157.0,229629191.01,7.29,qfq,1.78634897,2.90991804,3834585292.7
000816.SZ,000816,智慧农业,2024-10-29,2.65,2.51,2.66,2.5,696825.0,178331859.62,-5.28,qfq,1.69197582,2.75618652,3632003428.18
000816.SZ,000816,智慧农业,2024-10-30,2.47,2.54,2.56,2.47,398283.0,100291545.86,1.2,qfq,1.71219864,2.78912899,3675413827.72
000816.SZ,000816,智慧农业,2024-10-31,2.54,2.65,2.74,2.52,691158.0,181276767.0,4.33,qfq,1.78634897,2.90991804,3834585292.7
000816.SZ,000816,智慧农业,2024-11-01,2.63,2.6,2.74,2.56,655661.0,172474229.05,-1.89,qfq,1.75264427,2.85501392,3762234626.8
000816.SZ,000816,智慧农业,2024-11-04,2.62,2.72,2.78,2.62,852335.0,230541128.12,4.62,qfq,1.83353555,2.9867838,3935876224.96
000816.SZ,000816,智慧农业,2024-11-05,2.73,2.74,2.76,2.69,713332.0,194781575.5,0.74,qfq,1.84701743,3.00874544,3964816491.32
000816.SZ,000816,智慧农业,2024-11-06,2.75,2.89,3.01,2.74,1560013.0,457022282.07,5.47,qfq,1.94813152,3.17345778,4181868489.02
000816.SZ,000816,智慧农业,2024-11-07,2.88,3.0,3.06,2.8,1353920.0,397557373.38,3.81,qfq,2.02228185,3.29424683,4341039954.0
000816.SZ,000816,智慧农业,2024-11-08,3.0,2.88,3.0,2.88,850070.0,248373816.03,-4.0,qfq,1.94139058,3.16247696,4167398355.84
000816.SZ,000816,智慧农业,2024-11-11,2.87,2.86,2.9,2.82,487641.0,138981056.88,-0.69,qfq,1.9279087,3.14051531,4138458089.48
000816.SZ,000816,智慧农业,2024-11-12,2.86,2.81,2.93,2.79,530758.0,151411715.5,-1.75,qfq,1.894204,3.0856112,4066107423.58
000816.SZ,000816,智慧农业,2024-11-13,2.82,2.78,2.85,2.73,415225.0,115401580.55,-1.07,qfq,1.87398119,3.05266873,4022697024.04
000816.SZ,000816,智慧农业,2024-11-14,2.78,2.68,2.78,2.68,303837.0,82787658.73,-3.6,qfq,1.80657179,2.9428605,3877995692.24
000816.SZ,000816,智慧农业,2024-11-15,2.67,2.62,2.71,2.62,287552.0,76726085.4,-2.24,qfq,1.76612615,2.87697557,3791174893.16
000816.SZ,000816,智慧农业,2024-11-18,2.63,2.58,2.67,2.57,292890.0,76393700.0,-1.53,qfq,1.73916239,2.83305228,3733294360.44
000816.SZ,000816,智慧农业,2024-11-19,2.58,2.62,2.62,2.52,300256.0,77237362.0,1.55,qfq,1.76612615,2.87697557,3791174893.16
000816.SZ,000816,智慧农业,2024-11-20,2.6,2.66,2.68,2.6,258610.0,68512597.0,1.53,qfq,1.79308991,2.92089886,3849055425.88
000816.SZ,000816,智慧农业,2024-11-21,2.66,2.69,2.71,2.65,267858.0,71799295.68,1.13,qfq,1.81331273,2.95384133,3892465825.42
000816.SZ,000816,智慧农业,2024-11-22,2.68,2.58,2.7,2.56,299585.0,79298425.56,-4.09,qfq,1.73916239,2.83305228,3733294360.44
000816.SZ,000816,智慧农业,2024-11-25,2.58,2.64,2.65,2.55,254906.0,66342643.7,2.33,qfq,1.77960803,2.89893721,3820115159.52
000816.SZ,000816,智慧农业,2024-11-26,2.65,2.67,2.73,2.64,370348.0,99561769.8,1.14,qfq,1.79983085,2.93187968,3863525559.06
000816.SZ,000816,智慧农业,2024-11-27,2.66,2.67,2.67,2.57,280413.0,73451524.58,0.0,qfq,1.79983085,2.93187968,3863525559.06
000816.SZ,000816,智慧农业,2024-11-28,2.67,2.76,2.8,2.66,599469.0,165142565.47,3.37,qfq,1.86049931,3.03070709,3993756757.68
000816.SZ,000816,智慧农业,2024-11-29,2.76,2.76,2.77,2.71,367348.0,100784240.74,0.0,qfq,1.86049931,3.03070709,3993756757.68
000816.SZ,000816,智慧农业,2024-12-02,2.79,2.92,2.93,2.77,670394.0,193085222.92,5.8,qfq,1.96835434,3.20640025,4225278888.56
000816.SZ,000816,智慧农业,2024-12-03,2.91,2.96,2.99,2.88,604298.0,177394444.06,1.37,qfq,1.9953181,3.25032354,4283159421.28
000816.SZ,000816,智慧农业,2024-12-04,2.96,2.91,2.98,2.88,485914.0,142401235.7,-1.69,qfq,1.9616134,3.19541943,4210808755.38
000816.SZ,000816,智慧农业,2024-12-05,2.9,2.96,2.97,2.88,439465.0,129078190.45,1.72,qfq,1.9953181,3.25032354,4283159421.28
000816.SZ,000816,智慧农业,2024-12-06,2.97,3.26,3.26,2.97,948276.0,304633074.85,10.14,qfq,2.19754628,3.57974823,4717263416.68
000816.SZ,000816,智慧农业,2024-12-09,3.39,3.21,3.59,3.21,2610167.0,882972169.59,-1.53,qfq,2.16384158,3.52484411,4644912750.78
000816.SZ,000816,智慧农业,2024-12-10,3.27,3.16,3.38,3.16,1570079.0,508539907.78,-1.56,qfq,2.13013689,3.46994,4572562084.88
000816.SZ,000816,智慧农业,2024-12-11,3.15,3.48,3.48,3.15,1382624.0,467392671.45,10.13,qfq,2.34584695,3.82132633,5035606346.64
000816.SZ,000816,智慧农业,2024-12-12,3.41,3.66,3.82,3.37,2907390.0,1050500342.2,5.17,qfq,2.46718386,4.01898114,5296068743.88
000816.SZ,000816,智慧农业,2024-12-13,3.55,4.03,4.03,3.55,2035996.0,801492905.0,10.11,qfq,2.71659862,4.42527158,5831463671.54
000816.SZ,000816,智慧农业,2024-12-16,4.2,4.43,4.43,3.86,3438263.0,1437163224.03,9.93,qfq,2.98623621,4.86450449,6410268998.74
000816.SZ,000816,智慧农业,2024-12-17,4.56,4.08,4.8,3.99,3941948.0,1768112416.05,-7.9,qfq,2.75030332,4.48017569,5903814337.44
000816.SZ,000816,智慧农业,2024-12-18,3.68,3.71,4.13,3.68,2974061.0,1139775532.54,-9.07,qfq,2.50088856,4.07388525,5368419409.78
000816.SZ,000816,智慧农业,2024-12-19,3.72,3.46,3.87,3.37,2440207.0,865557581.5,-6.74,qfq,2.33236507,3.79936468,5006666080.28
000816.SZ,000816,智慧农业,2024-12-20,3.41,3.41,3.46,3.35,1514613.0,516044369.76,-1.45,qfq,2.29866037,3.74446057,4934315414.38
000816.SZ,000816,智慧农业,2024-12-23,3.39,3.18,3.42,3.16,1439081.0,466816612.99,-6.74,qfq,2.14361877,3.49190164,4601502351.24
000816.SZ,000816,智慧农业,2024-12-24,3.16,3.13,3.2,3.06,982532.0,305759197.0,-1.57,qfq,2.10991407,3.43699753,4529151685.34
